PERIODO	COLE_COD_DANE	COLE_INST_NOMBRE	COLE_CODMPIO_COLEGIO	COLE_MPIO_MUNICIPIO	COLE_COD_DEPTO	COLE_DEPTO_COLEGIO	COLE_NATURALEZA	COLE_GRADO	COLE_CALENDARIO_COLEGIO	COLE_GENEROPOBLACION	MATRICULADOS_ULTIMOS_3	EVALUADOS_ULTIMOS_3	INDICE_MATEMATICAS	INDICE_C_NATURALES	INDICE_SOCIALES_CIUDADANAS	INDICE_LECTURA_CRITICA	INDICE_INGLES	INDICE_TOTAL	COLE_CATEGORIA
20182	111001026964	COLEGIO JOHN F. KENNEDY (IED)	11001	BOGOTÁ D.C.	11	BOGOTA	OFICIAL	11	A	MI	587	526	0,6813	0,6932	0,6845	0,7119	0,6863	0,6922	B
20182	111001030848	COLEGIO ARBORIZADORA BAJA (IED)	11001	BOGOTÁ D.C.	11	BOGOTA	OFICIAL	11	A	MI	437	399	0,6896	0,7031	0,6699	0,7095	0,6758	0,6917	B
20182	111001098876	COLEGIO CAFAM LA ESPERANZA (IED)	11001	BOGOTÁ D.C.	11	BOGOTA	OFICIAL	11	A	MI	371	348	0,718	0,7253	0,7026	0,7349	0,7219	0,7203	A
20182	215599000123	IE NAGUATA	15599	RAMIRIQUÍ	15	BOYACA	OFICIAL	11	A	MI	51	51	0,7055	0,7098	0,6535	0,6834	0,6541	0,6854	B
20182	111001012815	COLEGIO QUIROGA ALIANZA (IED)	11001	BOGOTÁ D.C.	11	BOGOTA	OFICIAL	11	A	MI	198	185	0,7174	0,7345	0,7144	0,7332	0,7078	0,7236	A
20182	111001032280	COLEGIO TECNICO TOMAS RUEDA VARGAS  (IED)	11001	BOGOTÁ D.C.	11	BOGOTA	OFICIAL	11	A	MI	458	408	0,662	0,6709	0,6409	0,6839	0,6506	0,6634	C
20182	111001033898	COLEGIO MANUEL ZAPATA OLIVELLA (IED)	11001	BOGOTÁ D.C.	11	BOGOTA	OFICIAL	11	A	MI	382	350	0,6799	0,6822	0,6681	0,7017	0,6796	0,6827	B
20182	308001010306	COLEGIO SAN GABRIEL	8001	BARRANQUILLA	8	ATLANTICO	NO OFICIAL	11	A	MI	34	31	0,5057	0,5356	0,4866	0,5598	0,5546	0,5244	D
20182	308001010365	COL ANDRES BELLO	8001	BARRANQUILLA	8	ATLANTICO	NO OFICIAL	11	A	MI	36	29	0,5362	0,5869	0,5691	0,6406	0,5945	0,5841	D
20182	152250000558	INSTITUCION EDUCATIVA RIO TAPAJE	52250	EL CHARCO	52	NARIÑO	OFICIAL	11	A	MI	152	149	0,6187	0,6221	0,5948	0,6491	0,6036	0,6198	D
20182	111001086681	COLEGIO NUEVO HORIZONTE (IED)	11001	BOGOTÁ D.C.	11	BOGOTA	OFICIAL	11	A	MI	447	409	0,664	0,6914	0,6567	0,6873	0,6522	0,6731	B
20182	499001001919	I.E. INTERNADO SANTA TERESITA DEL TUPARRO	99773	CUMARIBO	99	VICHADA	OFICIAL	11	A	MI	129	115	0,5755	0,6121	0,5508	0,6063	0,5948	0,5869	D
20182	415516000410	I.E.T AGROPECUARIA DE PALERMO	15516	PAIPA	15	BOYACA	OFICIAL	11	A	MI	43	43	0,7494	0,7312	0,7059	0,7196	0,6851	0,7234	A
20182	123417001438	IE INSTITUTO TECNICO AGRICOLA	23417	LORICA	23	CORDOBA	OFICIAL	11	A	MI	192	187	0,6185	0,6561	0,6191	0,6684	0,6484	0,6411	C
20182	223417002463	IE JOSE ISABEL GONZALEZ	23417	LORICA	23	CORDOBA	OFICIAL	11	A	MI	128	121	0,5388	0,5851	0,5518	0,5926	0,5886	0,5687	D
20182	123417000393	IE PAULO VI	23417	LORICA	23	CORDOBA	OFICIAL	11	A	MI	97	90	0,557	0,6206	0,5664	0,6318	0,5769	0,5927	D
20182	111001011053	COLEGIO GUILLERMO LEON VALENCIA (IED)	11001	BOGOTÁ D.C.	11	BOGOTA	OFICIAL	11	A	MI	501	460	0,6804	0,6956	0,6759	0,7128	0,6943	0,6914	B
20182	111001041556	COLEGIO PROVINCIA DE QUEBEC (IED)	11001	BOGOTÁ D.C.	11	BOGOTA	OFICIAL	11	A	MI	153	147	0,7031	0,7037	0,6659	0,7056	0,7241	0,6968	B
20182	252418000219	I.E. TÉCNICA COMERCIAL PANGÚS	52418	LOS ANDES	52	NARIÑO	OFICIAL	11	A	MI	23	23	0,612	0,689	0,6213	0,6778	0,5945	0,6457	C
20182	111001011011	COLEGIO INSTITUTO TECNICO INDUSTRIAL PILOTO (IED)	11001	BOGOTÁ D.C.	11	BOGOTA	OFICIAL	11	A	MI	635	611	0,7443	0,7482	0,744	0,7481	0,7165	0,7439	A
20182	115550000191	IE RAMON BARRANTES	15550	PISBA	15	BOYACA	OFICIAL	11	A	MI	38	37	0,6829	0,7031	0,6377	0,6622	0,673	0,6716	B
20182	111001014524	COLEGIO RAFAEL URIBE URIBE (IED)	11001	BOGOTÁ D.C.	11	BOGOTA	OFICIAL	11	A	MI	397	364	0,6733	0,6735	0,648	0,6992	0,6492	0,6716	B
20182	252110000838	INSTITUCION EDUCATIVA VILLAMORENO	52110	BUESACO	52	NARIÑO	OFICIAL	11	A	MI	41	41	0,7276	0,7372	0,6755	0,7349	0,7437	0,7207	A
20182	113430003070	INST EDUC LICEO MODERNO MAGANGUE	13430	MAGANGUÉ	13	BOLIVAR	OFICIAL	11	A	MI	191	184	0,6648	0,6655	0,6383	0,6869	0,6393	0,662	C
20182	213430000610	INSTITUCION EDUCATIVA LA PASCUALA	13430	MAGANGUÉ	13	BOLIVAR	OFICIAL	11	A	MI	52	52	0,6519	0,6648	0,6468	0,692	0,6111	0,6598	C
20182	111001035530	COLEGIO JOSE FELIX RESTREPO (IED)	11001	BOGOTÁ D.C.	11	BOGOTA	OFICIAL	11	A	MI	473	460	0,6855	0,7127	0,6925	0,7184	0,6934	0,7016	B
20182	111001045535	COLEGIO JOSE MANUEL RESTREPO (IED)	11001	BOGOTÁ D.C.	11	BOGOTA	OFICIAL	11	A	MI	197	190	0,7162	0,7237	0,6959	0,7352	0,7779	0,7224	A
20182	105308000083	I. E. COLOMBIA	5308	GIRARDOTA	5	ANTIOQUIA	OFICIAL	11	A	MI	216	211	0,7339	0,7243	0,7379	0,7561	0,7635	0,74	A
20182	105308000253	I. E.  EMILIANO GARCIA	5308	GIRARDOTA	5	ANTIOQUIA	OFICIAL	11	A	MI	247	224	0,6641	0,6784	0,6775	0,7147	0,6558	0,6815	B
20182	105387000077	I. E.  CARLOS ARTURO DUQUE RAMIREZ	5585	PUERTO NARE	5	ANTIOQUIA	OFICIAL	11	A	MI	134	134	0,6643	0,648	0,6295	0,6912	0,6417	0,657	C
20182	415480000400	I.E. CONCHA MEDINA DE SILVA	15480	MUZO	15	BOYACA	OFICIAL	11	A	MI	33	32	0,6176	0,6324	0,6035	0,6407	0,6221	0,6234	C
20182	273236000172	INSTITUCION EDUCATIVA SAN ANDRES	73236	DOLORES	73	TOLIMA	OFICIAL	11	A	MI	49	49	0,6845	0,6895	0,6739	0,6969	0,6409	0,6827	B
20182	105282000403	I. E. ESCUELA NORMAL SUPERIOR MARIANO OSPINA RODRIGUEZ	5282	FREDONIA	5	ANTIOQUIA	OFICIAL	11	A	MI	110	103	0,7004	0,6995	0,6976	0,7286	0,6925	0,7055	B
20182	105656000143	I. E.  ESCUELA NORMAL SUPERIOR GENOVEVA DIAZ	5656	SAN JERÓNIMO	5	ANTIOQUIA	OFICIAL	11	A	MI	212	206	0,6694	0,6939	0,6871	0,7126	0,6577	0,6882	B
20182	111001013293	COLEGIO NACIONES UNIDAS (IED)	11001	BOGOTÁ D.C.	11	BOGOTA	OFICIAL	11	A	MI	162	160	0,7192	0,7294	0,7154	0,7512	0,6977	0,7264	A
20182	213430002612	INST EDUC SAN SEBASTIAN DE MADRID	13430	MAGANGUÉ	13	BOLIVAR	OFICIAL	11	A	MI	38	36	0,6151	0,6198	0,5708	0,6584	0,6005	0,6148	D
20182	154001008967	COL PADRE RAFAEL GARCIA HERREROS	54001	CÚCUTA	54	NORTE SANTANDER	OFICIAL	11	A	MI	59	58	0,6765	0,677	0,6347	0,6818	0,6429	0,6656	C
20182	205361000324	I. E. R. JOSE FELIX DE RESTREPO	5361	ITUANGO	5	ANTIOQUIA	OFICIAL	11	A	MI	67	59	0,5706	0,6011	0,5818	0,6327	0,581	0,5954	D
20182	108758000546	INSTITUCION EDUCATIVA TECNICO INDUSTRIAL BLAS TORRES DE LA TORRE	8758	SOLEDAD	8	ATLANTICO	OFICIAL	11	A	MI	701	668	0,7746	0,7639	0,7287	0,753	0,7436	0,7542	A
20182	108758000091	INSTITUCION EDUCATIVA ANTONIO RAMON MORENO	8758	SOLEDAD	8	ATLANTICO	OFICIAL	11	A	MI	81	79	0,611	0,6218	0,5815	0,6541	0,6265	0,6178	D
20182	105038000019	I. E. MARIANO DE JESUS EUSSE	5038	ANGOSTURA	5	ANTIOQUIA	OFICIAL	11	A	MI	211	200	0,6157	0,6201	0,5971	0,6406	0,5834	0,6157	D
20182	111001107069	COLEGIO VIRGINIA GUTIERREZ DE PINEDA (IED)	11001	BOGOTÁ D.C.	11	BOGOTA	OFICIAL	11	A	MI	483	441	0,697	0,7014	0,6695	0,7095	0,6649	0,6921	B
20182	170110000025	INST EDUC BUENAVISTA	70110	BUENAVISTA	70	SUCRE	OFICIAL	11	A	MI	274	270	0,6846	0,6872	0,6428	0,6893	0,6649	0,6751	B
20182	273268000506	INSTITUCION EDUCATIVA TECNICA GUASIMAL	73268	ESPINAL	73	TOLIMA	OFICIAL	11	A	MI	96	92	0,6417	0,6376	0,6142	0,6493	0,616	0,6342	C
20182	105664000187	I. E. PIO XII	5664	SAN PEDRO DE LOS MILAGROS	5	ANTIOQUIA	OFICIAL	11	A	MI	293	282	0,6711	0,6716	0,6486	0,7068	0,6425	0,6721	B
20182	273270000262	INSTITUCION EDUCATIVA ALTO DEL ROMPE	73270	FALAN	73	TOLIMA	OFICIAL	11	A	MI	44	43	0,6433	0,6572	0,6025	0,6531	0,6921	0,6431	C
20182	205079000346	I. E. EL TABLAZO	5079	BARBOSA	5	ANTIOQUIA	OFICIAL	11	A	MI	92	86	0,6571	0,6665	0,6504	0,7115	0,5852	0,6647	C
20182	295001004191	INSTITUCION EDUCATIVA EL RESBALON	95001	SAN JOSÉ DEL GUAVIARE	95	GUAVIARE	OFICIAL	11	A	MI	21	18	0,5708	0,6357	0,5603	0,5931	0,5578	0,5875	D
20182	276036000037	IE AGRICOLA CAMPOALEGRE	76036	ANDALUCÍA	76	VALLE	OFICIAL	11	A	MI	104	91	0,5491	0,596	0,5588	0,6281	0,6005	0,5844	D
20182	163001000337	INSTITUTO TECNICO INDUSTRIAL	63001	ARMENIA	63	QUINDIO	OFICIAL	11	A	MI	237	221	0,5817	0,6227	0,6073	0,6582	0,6142	0,6172	D
20182	163001000981	CAMILO TORRES	63001	ARMENIA	63	QUINDIO	OFICIAL	11	A	MI	144	140	0,6822	0,7019	0,666	0,7137	0,6734	0,6896	B
20182	163001000540	CAMARA JUNIOR	63001	ARMENIA	63	QUINDIO	OFICIAL	11	A	MI	364	352	0,6849	0,6951	0,68	0,7208	0,6963	0,6953	B
20182	163001002941	CASD HERMOGENES MAZA	63001	ARMENIA	63	QUINDIO	OFICIAL	11	A	MI	940	927	0,8198	0,7915	0,7791	0,801	0,7941	0,7976	A+
20182	111001107077	COLEGIO VENTIUN ANGELES (IED)	11001	BOGOTÁ D.C.	11	BOGOTA	OFICIAL	11	A	MI	559	547	0,7119	0,7298	0,7159	0,7406	0,7132	0,7237	A
20182	254128000030	COLEGIO REYES ARAQUE	54128	CÁCHIRA	54	NORTE SANTANDER	OFICIAL	11	A	MI	147	146	0,6606	0,67	0,6315	0,6662	0,6353	0,6554	C
20182	108433000027	INSTITUCION EDUCATIVA ANTONIA SANTOS	8433	MALAMBO	8	ATLANTICO	OFICIAL	11	A	MI	220	208	0,5851	0,6149	0,5747	0,6376	0,5935	0,6023	D
20182	105154000301	I. E. LICEO CAUCASIA	5154	CAUCASIA	5	ANTIOQUIA	OFICIAL	11	A	MI	873	829	0,7332	0,7283	0,7038	0,7521	0,6956	0,7268	A
20182	170215000047	INST EDUC PIO XII	70215	COROZAL	70	SUCRE	OFICIAL	11	A	MI	211	203	0,6988	0,697	0,6582	0,7023	0,6464	0,6858	B
20182	111001100021	COLEGIO GIMNASIO SABIO CALDAS (IED)	11001	BOGOTÁ D.C.	11	BOGOTA	OFICIAL	11	A	MI	221	204	0,7289	0,7451	0,7411	0,7364	0,7283	0,7371	A
20182	205101000371	I. E. R. LA ERMITA	5101	CIUDAD BOLÍVAR	5	ANTIOQUIA	OFICIAL	11	A	MI	39	38	0,655	0,6696	0,6733	0,7257	0,6714	0,6802	B
20182	115464000242	I.E.T. LISANDRO CELY	15464	MONGUA	15	BOYACA	OFICIAL	11	A	MI	94	93	0,664	0,6859	0,6472	0,6533	0,6663	0,6629	C
20182	270670000017	INST EDUC INDIGENA TEC AGRO DE ESCOBAR ARRIBA	70670	SAMPUÉS	70	SUCRE	OFICIAL	11	A	MI	205	191	0,5695	0,6007	0,5668	0,6163	0,5606	0,5862	D
20182	111001104256	COLEGIO DELIA ZAPATA OLIVELLA (IED)	11001	BOGOTÁ D.C.	11	BOGOTA	OFICIAL	11	A	MI	558	551	0,7026	0,7134	0,6982	0,735	0,6944	0,7109	B
20182	205380000165	I. E. JOSE ANTONIO GALAN	5380	LA ESTRELLA	5	ANTIOQUIA	OFICIAL	11	A	MI	377	358	0,6691	0,6799	0,6624	0,7152	0,6539	0,6795	B
20182	270429060246	I.E. SAN JUAN BAUTISTA DE PUEBLO NUEVO	70429	MAJAGUAL	70	SUCRE	OFICIAL	11	A	MI	46	42	0,583	0,6294	0,5751	0,6499	0,592	0,608	D
20182	219256000271	I.E. SEGUENGUE	19256	EL TAMBO	19	CAUCA	OFICIAL	11	A	MI	30	30	0,6207	0,6318	0,6158	0,6498	0,5803	0,6257	C
20182	219517001653	I.E. TÉCNICA AGROPECUARIA DE RICAURTE	19517	PÁEZ	19	CAUCA	OFICIAL	11	A	MI	52	51	0,6384	0,6413	0,64	0,6779	0,6583	0,6501	C
20182	244001001635	AGRICOLA DE TOMARRAZON	44001	RIOHACHA	44	LA GUAJIRA	OFICIAL	11	A	MI	175	144	0,5205	0,5498	0,5079	0,573	0,5313	0,5373	D
20182	144001001053	CHON-KAY	44001	RIOHACHA	44	LA GUAJIRA	OFICIAL	11	A	MI	205	172	0,5706	0,5959	0,5497	0,6244	0,5985	0,5862	D
20182	144001001053	CHON-KAY	44001	RIOHACHA	44	LA GUAJIRA	OFICIAL	26	A	MI	111	106	0,4461	0,4803	0,4717	0,5303	0,5369	0,4863	D
20182	273352000163	INSTITUCION EDUCATIVA FRANCISCO SAENZ	73352	ICONONZO	73	TOLIMA	OFICIAL	11	A	MI	52	49	0,6225	0,6382	0,6085	0,6408	0,5988	0,6253	C
20182	215180000034	I.E. LAS MERCEDES	15180	CHISCAS	15	BOYACA	OFICIAL	11	A	MI	44	43	0,6167	0,6352	0,5683	0,6051	0,5884	0,6049	D
20182	244001002437	SAN JUAN BAUTISTA	44001	RIOHACHA	44	LA GUAJIRA	OFICIAL	11	A	MI	92	76	0,5773	0,5982	0,5701	0,6157	0,578	0,5894	D
20182	115476000124	I.E.T. SANTA CRUZ DE MOTAVITA	15476	MOTAVITA	15	BOYACA	OFICIAL	11	A	MI	94	89	0,6753	0,6896	0,6642	0,6726	0,6286	0,6718	B
20182	117873000168	INSTITUCION EDUCATIVA GERARDO ARIAS RAMIREZ	17873	VILLAMARÍA	17	CALDAS	OFICIAL	11	A	MI	482	466	0,7079	0,7295	0,7129	0,7452	0,7206	0,7236	A
20182	217174000262	INSTITUCION EDUCATIVA NARANJAL	17174	CHINCHINÁ	17	CALDAS	OFICIAL	11	A	MI	82	80	0,6853	0,7037	0,6632	0,6954	0,6276	0,6823	B
20182	144078001315	INSTITUCION EDUCATIVA RURAL  ELOY HERNANDEZ DIAZ	44078	BARRANCAS	44	LA GUAJIRA	OFICIAL	11	A	MI	104	96	0,5569	0,5879	0,5614	0,6021	0,5868	0,5778	D
20182	205656000423	I. E. R. BENIGNO MENA GONZALEZ	5656	SAN JERÓNIMO	5	ANTIOQUIA	OFICIAL	11	A	MI	68	65	0,5919	0,6082	0,597	0,6533	0,5609	0,6086	D
20182	205649000027	I.E.R.. PALMICHAL	5649	SAN CARLOS	5	ANTIOQUIA	OFICIAL	11	A	MI	62	59	0,6128	0,6304	0,6243	0,6583	0,6479	0,6327	C
20182	105088002641	IE LA NAVARRA	5088	BELLO	5	ANTIOQUIA	OFICIAL	11	A	MI	105	102	0,7072	0,7127	0,7104	0,7415	0,6957	0,7162	B
20182	176892000213	IE TITAN	76892	YUMBO	76	VALLE	OFICIAL	11	A	MI	133	132	0,6989	0,7206	0,6991	0,7327	0,6932	0,7113	B
20182	176606000422	IE JORGE ELIECER GAITAN	76606	RESTREPO	76	VALLE	OFICIAL	11	A	MI	284	279	0,6952	0,7009	0,6936	0,7263	0,6598	0,7006	B
20182	266001005928	IE CARLOS EDUARDO VASCO	66001	PEREIRA	66	RISARALDA	OFICIAL	11	A	MI	145	143	0,7489	0,7277	0,7269	0,755	0,7273	0,7387	A
20182	252051000691	INSTITUCION EDUCATIVA ECOLOGICA LA COCHA	52051	ARBOLEDA	52	NARIÑO	OFICIAL	11	A	MI	53	52	0,6265	0,681	0,6014	0,6648	0,59	0,6393	C
20182	247798000077	INSTITUCION EDUCATIVA DEPARTAMENTAL REAL DEL OBISPO	47798	TENERIFE	47	MAGDALENA	OFICIAL	11	A	MI	57	54	0,5354	0,555	0,5345	0,5972	0,5369	0,5541	D
20182	419355000649	I.E. AGROPECUARIA KPI SX ZUN CALDERAS	19355	INZÁ	19	CAUCA	OFICIAL	11	A	MI	37	37	0,484	0,5546	0,528	0,5463	0,5383	0,529	D
20182	119364000267	I.E. BACHILLERATO TECNICO AGRICOLA DE JAMBALO	19364	JAMBALÓ	19	CAUCA	OFICIAL	11	A	MI	190	189	0,5613	0,63	0,5788	0,6121	0,5646	0,5932	D
20182	276364000460	IE ALFONSO LOPEZ PUMAREJO	76364	JAMUNDÍ	76	VALLE	OFICIAL	11	A	MI	116	113	0,6981	0,7001	0,6881	0,7193	0,6642	0,6985	B
20182	127001001621	IE MANUEL AGUSTIN SANTACOLOMA VILLA	27001	QUIBDÓ	27	CHOCO	OFICIAL	11	A	MI	218	209	0,5417	0,5689	0,5442	0,612	0,5851	0,5681	D
20182	154172000247	INSTITUCION EDUCATIVA COLEGIO SAN LUIS GONZAGA	54172	CHINÁCOTA	54	NORTE SANTANDER	OFICIAL	11	A	MI	262	250	0,7347	0,7223	0,7037	0,7407	0,6848	0,7222	A
20182	254172000233	INST TECNICO AGRICOLA	54172	CHINÁCOTA	54	NORTE SANTANDER	OFICIAL	11	A	MI	139	136	0,6813	0,6908	0,6465	0,6969	0,6539	0,677	B
20182	144430001231	INSTITUCION EDUCATIVA NO. 8	44430	MAICAO	44	LA GUAJIRA	OFICIAL	11	A	MI	209	206	0,6232	0,6434	0,6161	0,6696	0,6069	0,6357	C
20182	144430001231	INSTITUCION EDUCATIVA NO. 8	44430	MAICAO	44	LA GUAJIRA	OFICIAL	26	A	MI	75	60	0,4619	0,5084	0,4768	0,5318	0,5155	0,4963	D
20182	127001000853	IE GIMNASIO DE QUIBDO	27001	QUIBDÓ	27	CHOCO	OFICIAL	11	A	MI	330	319	0,6081	0,6219	0,6195	0,6713	0,6304	0,6302	C
20182	105034001207	I. E. MARIA AUXILIADORA	5034	ANDES	5	ANTIOQUIA	OFICIAL	11	A	MI	198	191	0,7343	0,7509	0,7425	0,7622	0,7181	0,7452	A
20182	117001006287	INSTITUCIÓN EDUCATIVA ARANJUEZ	17001	MANIZALES	17	CALDAS	OFICIAL	11	A	MI	94	88	0,6869	0,7201	0,6742	0,6999	0,7069	0,6962	B
20182	117001002567	INSTITUCIÓN EDUCATIVA MALABAR	17001	MANIZALES	17	CALDAS	OFICIAL	11	A	MI	147	145	0,7306	0,7265	0,6942	0,7268	0,7192	0,7195	B
20182	117001006155	INSTITUCIÓN EDUCATIVA INSTITUTO TECNICO FRANCISCO JOSE DE CALDAS	17001	MANIZALES	17	CALDAS	OFICIAL	11	A	MI	423	419	0,7802	0,7779	0,752	0,7764	0,7431	0,7694	A
20182	168001002102	I E SAN FRANCISCO DE ASIS	68001	BUCARAMANGA	68	SANTANDER	OFICIAL	11	A	MI	97	91	0,6642	0,6777	0,6838	0,6972	0,6436	0,6779	B
20182	213074000081	I.E.T.A. JORGE ELIECER GAITAN	13074	BARRANCO DE LOBA	13	BOLIVAR	OFICIAL	11	A	MI	54	52	0,5147	0,5173	0,5515	0,567	0,5354	0,5375	D
20182	276863000543	IE CARLOS HOLGUIN SARDI	76863	VERSALLES	76	VALLE	OFICIAL	11	A	MI	64	62	0,6349	0,6834	0,6446	0,6927	0,6308	0,6614	C
20182	113836000039	INSTITUCION EDUCATIVA CUARTA POZA DE MANGA	13836	TURBACO	13	BOLIVAR	OFICIAL	11	A	MI	176	172	0,6907	0,7036	0,6807	0,7278	0,6899	0,6999	B
20182	213647000154	INSTITUCION EDUCATIVA TECNICA AGROPECUARIA DE LAS PIEDRAS	13647	SAN ESTANISLAO	13	BOLIVAR	OFICIAL	11	A	MI	176	162	0,5686	0,5956	0,5446	0,6077	0,5343	0,5757	D
20182	113650000489	INSTITUCION EDUCATIVA TECNICA AGROPECUARIA DE SAN FERNANDO	13650	SAN FERNANDO	13	BOLIVAR	OFICIAL	11	A	MI	201	184	0,5608	0,6007	0,5588	0,6192	0,5992	0,586	D
20182	108558000088	INSTITUCION EDUCATIVA SAN PABLO DE POLONUEVO	8558	POLONUEVO	8	ATLANTICO	OFICIAL	11	A	MI	416	388	0,5943	0,6187	0,5962	0,6497	0,6175	0,6149	D
20182	108675000099	INSTITUCION EDUCATIVA SANTA LUCIA	8675	SANTA LUCÍA	8	ATLANTICO	OFICIAL	26	A	MI	44	41	0,453	0,5045	0,4851	0,5191	0,503	0,4914	D
20182	211850001473	COLEGIO GIMN DEL CAMPO JUAN DE LA CRUZ VARELA (IED)	11001	BOGOTÁ D.C.	11	BOGOTA	OFICIAL	11	A	MI	98	91	0,556	0,5948	0,5654	0,605	0,5458	0,5776	D
20182	108141000018	INSTITUCION EDUCATIVA NUESTRA SE¿ORA DE LA CANDELARIA	8141	CANDELARIA	8	ATLANTICO	OFICIAL	11	A	MI	361	322	0,5292	0,5566	0,5307	0,5912	0,5532	0,552	D
20182	315776000133	IE HECTOR JULIO GOMEZ	15776	SUTAMARCHÁN	15	BOYACA	OFICIAL	11	A	MI	155	152	0,6979	0,6993	0,6464	0,6699	0,6796	0,6785	B
20182	325307000373	COLEGIO ANDRES BELLO	25307	GIRARDOT	25	CUNDINAMARCA	NO OFICIAL	11	A	MI	37	37	0,6909	0,7028	0,6748	0,7238	0,7364	0,701	B
20182	105034000740	I. E. JUAN DE DIOS URIBE	5034	ANDES	5	ANTIOQUIA	OFICIAL	11	A	MI	104	99	0,6519	0,6432	0,6277	0,6733	0,6021	0,6454	C
20182	105034000740	I. E. JUAN DE DIOS URIBE	5034	ANDES	5	ANTIOQUIA	OFICIAL	26	A	MI	104	87	0,5028	0,548	0,5326	0,602	0,5333	0,5453	D
20182	168307001061	COLEGIO LUIS CARLOS GALÁN SARMIENTO	68307	GIRÓN	68	SANTANDER	OFICIAL	11	A	MI	468	460	0,7713	0,7428	0,7051	0,7608	0,6935	0,741	A
20182	168307001061	COLEGIO LUIS CARLOS GALÁN SARMIENTO	68307	GIRÓN	68	SANTANDER	OFICIAL	26	A	MI	100	83	0,5484	0,5595	0,5489	0,5967	0,5562	0,5628	D
20182	205034000299	I. E. SAN JOSE	5034	ANDES	5	ANTIOQUIA	OFICIAL	11	A	MI	24	22	0,6102	0,6262	0,6124	0,6795	0,6239	0,6315	C
20182	227205000067	IE SAN JOSE DE VIRO VIRO	27580	RÍO IRÓ	27	CHOCO	OFICIAL	11	A	MI	32	31	0,5466	0,5594	0,5301	0,5756	0,5614	0,5536	D
20182	341503000298	IE SAN JOSE	41503	OPORAPA	41	HUILA	OFICIAL	11	A	MI	247	241	0,7404	0,7156	0,6776	0,711	0,6768	0,7085	B
20182	241503000161	IE EL CARMEN	41503	OPORAPA	41	HUILA	OFICIAL	11	A	MI	69	69	0,6404	0,6822	0,6427	0,6878	0,6383	0,6613	C
20182	141518000023	IE LUIS EDGAR DURAN RAMIREZ	41518	PAICOL	41	HUILA	OFICIAL	11	A	MI	199	198	0,736	0,7282	0,6936	0,7197	0,6777	0,7162	B
20182	141518000023	IE LUIS EDGAR DURAN RAMIREZ	41518	PAICOL	41	HUILA	OFICIAL	26	A	MI	142	120	0,5452	0,5641	0,556	0,5936	0,5485	0,5635	D
20182	111850000740	COLEGIO FRANCISCO ANTONIO ZEA DE USME (IED)	11001	BOGOTÁ D.C.	11	BOGOTA	OFICIAL	11	A	MI	328	309	0,7399	0,7314	0,7104	0,7387	0,6912	0,7271	A
20182	273217000072	INSTITUCION EDUCATIVA COYARCÓ	73217	COYAIMA	73	TOLIMA	OFICIAL	11	A	MI	68	68	0,4893	0,5488	0,5163	0,5552	0,5741	0,531	D
20182	311001097470	LICEO SANTA ISABEL	11001	BOGOTÁ D.C.	11	BOGOTA	NO OFICIAL	11	A	MI	75	73	0,7191	0,7468	0,7424	0,7489	0,7355	0,739	A
20182	105001001121	INST EDUC JOSE ROBERTO VASQUEZ	5001	MEDELLÍN	5	ANTIOQUIA	OFICIAL	11	A	MI	523	485	0,6671	0,6663	0,6584	0,7164	0,6691	0,6764	B
20182	141551000268	IE MUNICIPAL HUMBERTO MUÑOZ ORDOÑEZ	41551	PITALITO	41	HUILA	OFICIAL	11	A	MI	604	570	0,7468	0,7502	0,7189	0,7494	0,7266	0,7402	A
20182	105001001023	INST EDUC ANTONIO RICAURTE	5001	MEDELLÍN	5	ANTIOQUIA	OFICIAL	11	A	MI	196	191	0,6742	0,6743	0,6719	0,7208	0,6914	0,6858	B
20182	105120000345	I. E. MONSEÑOR GERARDO PATIÑO	5120	CÁCERES	5	ANTIOQUIA	OFICIAL	11	A	MI	194	186	0,6549	0,6377	0,6771	0,709	0,6204	0,6659	C
20182	273024000482	INSTITUCION EDUCATIVA TECNICA LA ARADA	73024	ALPUJARRA	73	TOLIMA	OFICIAL	11	A	MI	35	35	0,6353	0,6819	0,6737	0,6917	0,6409	0,6684	C
20182	450001001570	INSTITUCION EDUCATIVA COLEGIO GUILLERMO CANO ISAZA	50001	VILLAVICENCIO	50	META	OFICIAL	11	A	MI	69	66	0,7202	0,7072	0,6902	0,7368	0,6824	0,7112	B
20182	150001003081	I. E. JUAN PABLO II	50001	VILLAVICENCIO	50	META	OFICIAL	11	A	MI	427	420	0,7884	0,774	0,7649	0,7847	0,7732	0,7776	A+
20182	125281000249	INSTITUCION EDUCATIVA DEPARTAMENTAL MARIA MEDINA	25281	FOSCA	25	CUNDINAMARCA	OFICIAL	11	A	MI	57	56	0,7215	0,7288	0,7291	0,7482	0,6983	0,7293	A
20182	125281000249	INSTITUCION EDUCATIVA DEPARTAMENTAL MARIA MEDINA	25281	FOSCA	25	CUNDINAMARCA	OFICIAL	26	A	MI	50	41	0,5189	0,5509	0,5077	0,573	0,5194	0,5362	D
20182	176001030788	INSTITUCION EDUCATIVA TECNICA CIUDADELA DESEPAZ	76001	CALI	76	VALLE	OFICIAL	11	A	MI	303	292	0,6183	0,6459	0,6179	0,6872	0,6338	0,6417	C
